Id,Name,Normal count,Golden count
2655,Murloc Knight,2,0
2720,Argent Lance,0,0
2654,Enter the Coliseum,0,0
2726,Mysterious Challenger,0,0
2517,Garrison Commander,0,0
2727,Eadric the Pure,0,0
2486,Lowly Squire,0,0
2533,Dragonhawk Rider,0,0
2577,Lance Carrier,2,0
2488,Maiden of the Lake,2,0
2576,Saboteur,0,0
2490,Argent Horserider,2,0
2491,Mogor's Champion,0,0
2495,Boneguard Lieutenant,1,0
2497,Mukla's Champion,2,0
2575,Tournament Medic,1,0
2594,Ice Rager,2,0
2532,Frigid Snobold,2,0
2580,Flame Juggler,2,0
2579,Silent Knight,2,0
2500,Clockwork Knight,2,0
2499,Tournament Attendee,1,0
2573,Sideshow Spelleater,0,0
2598,Kodorider,0,0
2503,Silver Hand Regent,2,0
2521,Pit Fighter,1,0
2522,Captured Jormungar,1,0
2520,North Sea Kraken,2,0
2504,Tuskarr Jouster,0,0
2502,Injured Kvaldir,0,0
2259,Light's Champion,0,0
2627,Armored Warhorse,0,0
2505,Argent Watchman,1,0
2585,Coliseum Manager,0,0
2704,Refreshment Vendor,0,0
2507,Master Jouster,0,0
2509,Recruiter,0,0
2752,Evil Heckler,2,0
2581,Fencing Coach,0,0
2596,Wyrmrest Agent,1,0
2493,Master of Ceremonies,0,0
2510,Grand Crusader,0,0
2511,Kvaldir Raider,2,0
2512,Frost Giant,0,0
2518,Crowd Favorite,0,0
2724,Gormok the Impaler,0,0
2682,Chillmaw,0,0
2595,Bolf Ramshield,0,0
2725,Icehowl,0,0
2683,Nexus-Champion Saraad,0,0
2681,The Skeleton Knight,0,0
2748,Fjola Lightbane,0,0
2723,Sea Reaver,0,0
2519,Eydis Darkbane,0,0
2736,Justicar Trueheart,0,0
2818,Gadgetzan Jouster,1,0
66875,Drek'Thar,0,0
66880,Herald of Lokholar,2,0
66887,Popsicooler,0,0
67192,Glaciate,1,0
67193,Shield Shatter,0,0
67194,Frozen Buckler,0,0
67352,Snowblind Harpy,1,0
67803,Beaststalker Tavish,0,0
67871,Shivering Sorceress,0,0
67873,Amplified Snowflurry,2,0
67874,Arcane Brilliance,0,0
69577,Battleworn Vanguard,0,0
70012,To the Front!,0,0
70219,Gnome Private,1,0
70220,Corporal,1,0
70221,Sneaky Scout,2,0
70223,Direwolf Commander,2,0
70225,Tower Sergeant,2,0
70226,Bunker Sergeant,2,0
70227,Ice Revenant,0,0
70228,Frozen Mammoth,0,0
70231,Blood Guard,2,0
70232,Legionnaire,0,0
70234,Knight-Captain,0,0
70235,Troll Centurion,0,0
70236,Icehoof Protector,2,0
70238,Frostwolf Warmaster,0,0
70239,Stormpike Marshal,0,0
70240,Kobold Taskmaster,0,0
70241,Irondeep Trogg,2,0
70243,Grimtotem Bounty Hunter,0,0
70244,Abominable Lieutenant,0,0
70255,Lokholar the Ice Lord,1,0
70257,"Ivus, the Forest Lord",0,0
70258,Korrak the Bloodrager,0,0
70282,Captain Galvangar,0,0
71321,Dun Baldar Bunker,0,0
66848,Magister Dawngrasp,0,0
66874,Coldtooth Yeti,2,0
66876,"Rokara, the Valorous",0,0
66939,Shadowcrafter Scabbs,0,0
66951,"Kurtrus, Demon-Render",0,0
66953,Wildheart Guff,0,0
67040,Lightforged Cariel,1,0
67048,"Xyrella, the Devout",0,0
67204,Dreadprison Glaive,1,0
67207,Pathmaker,1,0
67209,Dire Frostwolf,0,0
67210,Siphon Mana,1,0
67211,Vitality Surge,2,0
67217,Frantic Hippogryph,1,0
67224,Mass Polymorph,0,0
67233,Ram Commander,2,0
67237,Spammy Arcanist,0,0
67239,Vanndar Stormpike,0,1
67241,Spring the Trap,0,0
67243,Ice Trap,0,0
67375,Gankster,1,0
67574,Bloodseeker,0,0
67751,Snowball Fight!,0,0
67761,Cheaty Snobold,0,0
67769,Snowfall Guardian,0,0
79979,Reflecto Engineer,1,0
67778,Bearon Gla'shear,0,0
67779,Bru'kan of the Elements,0,0
67833,Frostbite,1,0
67861,Sleetbreaker,0,0
67886,Flag Runner,0,0
67887,Warden of Chains,0,0
67892,Sigil of Reckoning,0,0
67894,Ur'zul Giant,0,0
67932,Windchill,2,0
68061,Caria Felsoul,0,0
68187,Wildpaw Cavern,1,0
68216,Flanking Maneuver,0,0
69986,Seeds of Destruction,0,0
70003,Felfire in the Hole!,0,0
70005,Build a Snowman,1,0
70011,Rune of the Archmage,0,0
70015,Balinda Stonehearth,0,0
70107,Full-Blown Evil,0,0
70118,Felwalker,1,0
70204,Iceblood Tower,2,0
70247,Frostsaber Matriarch,0,0
70249,Heart of the Wild,2,0
70292,Wing Commander Mulverick,0,0
70295,Clawfury Adept,0,0
70320,Capture Coldtooth Mine,0,0
70333,Pride Seeker,0,0
70395,Wildpaw Gnoll,2,0
67826,Grave Defiler,0,0
67753,Piggyback Imp,0,0
67756,Sacrificial Summoner,0,0
67757,Hollow Abomination,0,0
67759,Deliverance,1,0
67760,Dreadlich Tamsin,0,0
67825,Tamsin's Phylactery,0,0
68244,Glory Chaser,0,0
68246,Snowed In,0,0
68255,Scrapsmith,0,0
70020,Shadow Word: Devour,0,0
70021,Undying Disciple,1,0
70022,Luminous Geode,0,0
70024,Spirit Guide,2,0
70025,Bless,0,0
70026,Gift of the Naaru,0,0
70027,Najak Hexxen,0,0
70103,Revive Pet,0,0
70104,Stormpike Battle Ram,0,0
70105,Ram Tamer,2,0
70106,Wing Commander Ichman,0,0
70245,Mountain Bear,0,0
70260,Hold the Bridge,2,0
70262,Templar Captain,1,0
70261,Brasswing,0,0
70264,Cavalry Horn,0,0
70263,Protect the Innocent,1,0
70265,Stonehearth Vindicator,2,0
72807,Dun Baldar Bridge,0,0
72810,Saidan the Scarlet,0,0
73528,Frostwolf Kennels,0,0
70396,Snowfall Graveyard,0,0
70400,Stormpike Quartermaster,1,0
70488,The Lobotomizer,0,0
70523,Cera'thine Fleetrunner,0,0
70636,Contraband Stash,0,0
73459,Axe Berserker,1,0
76041,Forsaken Lieutenant,1,0
72440,Desecrated Graveyard,1,0
72460,Iceblood Garrison,1,0
72549,Field of Strife,0,0
72563,Stormpike Aid Station,0,0
67927,Humongous Owl,2,0
70202,Reconnaissance,0,0
70203,Double Agent,2,0
62701,Razormane Raider,0,0
62702,Gold Road Grunt,2,0
62703,Peon,0,2
62705,Oasis Thrasher,0,0
62706,Sunwell Initiate,1,0
62744,Death's Head Cultist,0,0
62745,Darkspear Berserker,0,0
62750,Pack Kodo,2,0
62811,Sunscale Raptor,1,0
62812,Piercing Shot,1,0
62813,Prospector's Caravan,1,0
63002,Tame Beast (Rank 1),0,0
63007,Kolkar Pack Runner,0,0
63088,Warsong Wrangler,0,0
63010,Tavish Stormpike,0,0
62515,South Coast Chieftain,1,0
63069,Nofin Can Stop Us,0,0
63070,Primordial Protector,0,0
63071,Tinyfin's Caravan,1,0
63065,Chain Lightning (Rank 1),1,0
63072,Arid Stormer,0,0
63074,Bru'kan,0,0
62481,Hog Rancher,0,2
62482,Ratchet Privateer,2,0
62483,Lushwater Murcenary,0,0
62484,Lushwater Scout,2,0
62485,Talented Arcanist,1,0
62486,Venomous Scorpid,0,2
62548,Injured Marauder,2,0
62549,Gruntled Patron,1,0
62550,Taurajo Brave,0,0
62581,Burning Blade Acolyte,0,2
62582,Barrens Blacksmith,0,0
62583,Far Watch Post,2,0
62584,Crossroads Watch Post,0,0
62585,Mor'shan Watch Post,0,2
62586,Kargal Battlescar,0,0
62587,Blademaster Samuro,0,0
62588,"Kazakus, Golem Shaper",0,0
62176,Shadow Hunter Vol'jin,1,0
63380,Southsea Scoundrel,0,0
63381,Barrens Trapper,1,0
62804,Flurry (Rank 1),0,0
62845,Sigil of Flame,0,0
62871,Void Flayer,1,0
62872,Power Word: Fortitude,1,0
62873,Desperate Prayer,2,0
62874,Lightshower Elemental,2,0
62875,Devouring Plague,2,0
62876,Soothsayer's Caravan,1,0
62877,Priest of An'she,0,0
62878,Condemn (Rank 1),0,0
62879,Serena Bloodfeather,0,0
62887,Oil Rig Ambusher,0,0
62888,Field Contact,0,0
62889,Silverleaf Poison,0,0
62890,Wicked Stab (Rank 1),0,0
62891,Efficient Octo-bot,1,0
62892,Paralytic Poison,1,0
62893,Swinetusk Shank,0,0
62894,Yoink!,0,0
62895,Apothecary Helbrim,0,0
63163,Razorboar,1,0
63164,Razorfen Beastmaster,0,0
63165,Vile Call,1,0
63166,Vengeful Spirit,0,0
63167,Death Speaker Blackthorn,0,0
63229,Tuskpiercer,0,0
63260,Kurtrus Ashfallen,0,0
63274,Overlord Saurfang,0,0
63726,Horde Operative,1,1
63021,Thorngrowth Sentries,2,0
63027,Pride's Fury,2,0
63029,Thickhide Kodo,1,0
63030,Living Seed (Rank 1),0,0
63033,Razormane Battleguard,0,0
63038,Druid of the Plains,0,0
63040,Celestial Alignment,0,0
63042,Plaguemaw the Rotting,0,0
63056,Runed Orb,2,0
63057,Refreshing Spring Water,2,0
63059,Reckless Apprentice,2,0
63060,Arcane Luminary,0,0
63062,Wildfire,0,0
63064,Mordresh Fire Eye,0,0
63114,Mark of the Spikeshell,0,0
63323,Galloping Savior,1,0
63461,Barak Kodobane,0,0
63517,Scabbs Cutterbutter,0,0
63467,Sigil of Silence,0,0
63227,Guff Runetotem,0,0
63591,Mankrik,1,0
63188,Xyrella,1,0
63250,Toad of the Wilds,2,0
63251,Spirit Healer,0,0
63252,Hecklefang Hyena,1,0
63261,Varden Dawngrasp,0,0
63508,Earth Revenant,0,0
63509,Spawnpool Forager,0,0
63195,Wound Prey,1,0
63553,Oasis Ally,1,0
63126,Whirling Combatant,0,0
63130,Bulk Up,1,0
63128,Conditioning (Rank 1),0,0
63117,Warsong Envoy,0,0
63118,Outrider's Axe,0,0
63119,Rancor,1,0
63124,Mor'shan Elite,0,0
63125,Rokara,0,0
63279,Lilypad Lurker,1,0
63277,Kindling Elemental,1,0
63272,Firemancer Flurgl,0,0
63690,Soldier's Caravan,0,0
62924,Knight of Anointment,2,0
62926,Sword of the Fallen,0,0
62927,Northwatch Commander,0,0
62933,Veteran Warmedic,1,0
62976,Cannonmaster Smythe,0,0
62947,Conviction (Rank 1),0,0
63079,Invigorating Sermon,2,0
63112,Rimetongue,1,0
63019,Crossroads Gossiper,2,0
63682,Fury (Rank 1),2,0
63701,Stonemaul Anchorman,2,0
62993,Cariel Roame,1,0
63191,Grimoire of Sacrifice,2,0
63192,Soul Rend,0,0
63193,Apothecary's Caravan,1,0
63211,Altar of Fire,0,0
63220,Imp Swarm (Rank 1),2,0
63215,Kabal Outfitter,1,0
63216,Blood Shard Bristleback,1,0
63217,Barrens Scavenger,0,0
63218,Tamsin Roame,0,0
63219,Neeru Fireblade,0,0
47775,Skaterbot,0,0
47781,Bronze Gatekeeper,1,0
47837,Goblin Bomb,2,0
47840,Bomb Toss,2,0
47841,Boommaster Flark,0,0
47842,Venomizer,2,0
47855,Fireworks Tech,0,0
47856,Necromechanic,0,0
47860,Weapons Project,2,0
47888,Rusty Recycler,2,0
47887,Biology Project,1,0
48691,Eternium Rover,2,0
47924,Mechanical Whelp,1,0
47925,Rocket Boots,1,0
47928,The Boomship,0,0
48025,Faithful Lumi,2,0
48034,Toxicologist,2,0
48035,Violet Haze,2,0
48040,Academic Espionage,0,0
48051,Elementary Reaction,2,0
48060,Unpowered Mauler,0,0
48799,Eureka!,0,0
47978,Astral Rift,2,0
47979,Spark Drill,0,0
47982,Stargazer Luna,0,0
48542,Dyn-o-matic,2,0
48552,Missile Launcher,0,0
48099,Omega Medic,0,0
48100,Security Rover,0,0
48101,Extra Arms,0,0
48113,Spirit Bomb,2,0
48116,Doubling Imp,2,0
48298,Nethersoul Buster,0,0
48644,Shrink Ray,1,0
48637,Crystalsmith Kangor,0,0
48142,Beryllium Nullifier,0,0
48146,"Dr. Boom, Mad Genius",0,0
48487,Myra's Unstable Element,0,0
48159,Myra Rotspring,0,0
48161,The Storm Bringer,0,0
48798,Beakered Lightning,0,0
48185,Spider Bomb,0,0
48803,Unexpected Results,0,0
48195,Astromancer,0,0
48198,Luna's Pocket Galaxy,0,0
48203,"Zerek, Master Cloner",0,0
48211,Soul Infusion,0,0
48223,Piloted Reaper,1,0
48226,Giggling Inventor,1,0
48415,Holomancer,0,0
48471,Pogo-Hopper,0,0
48478,Necrium Blade,1,0
48480,Lab Recruiter,2,0
48490,Storm Chaser,1,0
48508,Omega Defender,0,0
48515,Omega Assembly,2,0
48505,Spring Rocket,2,0
48529,Upgradeable Framebot,1,0
48536,Replicating Menace,0,0
48518,Weaponized Piñata,0,0
48519,Secret Plan,2,0
48524,Juicy Psychmelon,0,0
48526,Supercollider,0,0
48527,Thunderhead,0,0
48537,Electra Stormsurge,0,0
48544,Brainstormer,0,0
48566,Cloakscale Chemist,0,0
49621,Dendrologist,1,0
48607,Landscaping,2,0
48609,Tending Tauren,1,0
48612,Dreampetal Florist,0,0
48625,Mecha'thun,0,0
48670,Flark's Boom-Zooka,0,0
48700,Whirliglider,1,0
48717,Dr. Morrigan,0,0
48757,Flobbidinous Floop,0,0
48759,Cloning Device,1,0
48764,Prismatic Lens,0,0
48770,Goblin Prank,0,0
48772,Cybertech Chip,1,0
48835,Void Analyst,1,0
48837,Floop's Glorious Gloop,0,0
48886,Mecharoo,2,0
49018,Crystallizer,0,0
49019,Damaged Stegotron,1,0
49052,Voltaic Burst,2,0
49081,Shooting Star,1,0
48744,Gloop Sprayer,2,0
48748,Necrium Vial,0,0
48929,Dead Ringer,2,0
48753,Seaforium Bomber,0,0
48976,Topsy Turvy,2,0
48823,Ectomancy,0,0
48831,Mulchmuncher,0,0
49013,Power Word: Replicate,0,0
49263,Celestial Emissary,0,0
49161,Explodinator,1,0
49162,Menacing Nimbus,1,0
49163,Bull Dozer,2,0
49164,Microtech Controller,2,0
49167,Omega Agent,0,0
49169,Mechano-Egg,2,0
49170,Spark Engine,0,0
49171,Arcane Dynamo,0,0
49172,E.M.P. Operative,0,0
49175,Omega Mind,0,0
49176,Loose Specimen,0,0
49184,Zilliax,0,0
49188,Electrowright,2,0
49195,Star Aligner,0,0
49201,Harbinger Celestia,0,0
49265,Test Subject,2,0
49269,Augmented Elekk,0,0
49233,Coppertail Imposter,2,0
49356,Wargear,2,0
49361,Blightnozzle Crawler,0,0
49416,Reckless Experimenter,0,0
49421,Zerek's Cloning Gallery,0,0
49423,The Soularium,0,0
49447,Subject 9,0,0
49494,Crazed Chemist,2,0
48692,Research Project,2,0
48693,Meteorologist,2,0
48890,Steel Rager,2,0
49045,Cosmic Anomaly,1,0
49279,Kaboom Bot,0,0
56223,SN1P-SN4P,0,1
48982,Glow-Tron,2,0
48983,Galvanizer,0,0
48984,Autodefense Matrix,2,0
48985,Crystology,0,0
48989,Glowstone Technician,0,0
48993,Annoy-o-Module,0,0
49009,Kangor's Endless Army,0,0
50432,Demonic Project,0,0
50477,Whizbang the Wonderful,0,0
2274,Solemn Vigil,0,0
2275,Flamewaker,0,0
2284,Dragon's Breath,0,0
2286,Twilight Whelp,0,0
2301,Demonwrath,0,0
2288,Imp Gang Boss,0,0
2304,Gang Up,0,0
2291,Dark Iron Skulker,0,0
2295,Volcanic Lumberer,0,0
2292,Druid of the Flame,0,0
2289,Lava Shock,0,0
2290,Fireguard Destroyer,0,0
2260,Quick Shot,0,0
2263,Core Rager,0,0
2296,Revenge,0,0
2297,Axe Flinger,0,0
2298,Resurrect,0,0
2299,Dragon Consort,0,0
2279,Grim Patron,0,0
2306,Dragonkin Sorcerer,0,0
2278,Dragon Egg,0,0
2257,Drakonid Crusher,0,0
2258,Volcanic Drake,0,0
2283,Hungry Dragon,0,0
2281,Majordomo Executus,0,0
2262,Emperor Thaurissan,0,0
2308,Rend Blackhand,0,0
2261,Nefarian,0,0
2280,Chromaggus,0,0
2408,Blackwing Technician,0,0
2409,Blackwing Corruptor,0,0
56385,Incanter's Flow,0,0
56386,Netherwind Portal,2,0
56387,Imprisoned Observer,1,0
56389,Evocation,0,0
56391,Rustsworn Initiate,0,0
56392,Imprisoned Sungill,0,0
56393,Felfin Navigator,0,0
56394,Libram of Justice,0,0
56439,Starscryer,1,0
56443,Underlight Angling Rod,0,0
56444,Murgur Murgurgle,0,0
56445,Aldor Attendant,2,0
56460,Font of Power,0,0
56461,Apexis Smuggler,0,0
56554,Libram of Hope,0,0
56555,Libram of Wisdom,0,0
56556,Aldor Truthseeker,0,0
56717,Astromancer Solarian,0,0
56791,Chaos Strike,2,2
56792,Coordinated Strike,2,2
57145,Bamboozle,0,0
57950,Deep Freeze,0,0
56411,Serpentshrine Portal,0,0
56412,Vivid Spores,0,0
56413,Boggspine Knuckles,0,0
56417,Bogstrok Clacker,0,0
56420,Lady Vashj,0,0
56467,Torrent,0,0
56470,Totemic Reflection,0,0
56471,Shattered Rumbler,0,0
56472,Marshspawn,0,0
56504,Bladestorm,0,0
56507,Warmaul Challenger,0,0
56508,Imprisoned Gan'arg,1,0
56510,Kargath Bladefist,0,0
56512,Corsair Cache,2,0
56660,Teron Gorefiend,0,0
56676,Imprisoned Satyr,1,0
56677,Fungal Fortunes,1,0
56678,Germination,0,0
56680,Overgrowth,1,0
56682,Ysiel Windsinger,0,0
56684,Ironbark,1,0
56685,Marsh Hydra,0,0
56686,Bogbeam,0,0
56687,Glowfly Swarm,0,0
56689,Archspore Msshi'fn,0,0
56732,Bloodboil Brute,2,0
56734,Bonechewer Raider,2,0
56806,Shadowhoof Slayer,2,2
56819,Scrapyard Colossus,0,0
56820,Imprisoned Vilefiend,2,0
56823,Terrorguard Escapee,0,0
56824,Rustsworn Cultist,2,0
56827,Nagrand Slam,0,0
56841,Command the Illidari,2,0
56928,Twin Slice,2,0
58202,Kayn Sunfury,0,0
57979,Shadowjeweler Hanar,0,0
57907,Replicat-o-tron,0,0
57326,Keli'dan the Breaker,0,0
57166,Reliquary of Souls,0,0
57160,Soul Mirror,0,0
57149,Unstable Felbolt,1,0
56398,Augmented Porcupine,0,0
56483,Helboar,1,0
56484,Pack Tactics,0,0
56697,Scrap Shot,1,0
56451,"Zixor, Apex Predator",0,0
56482,Imprisoned Felmaw,1,0
56694,Mok'Nathal Lion,0,0
56703,Scavenger's Ingenuity,2,0
56758,Beastmaster Leoroxx,0,0
57619,The Lurker Below,0,0
57718,Sword and Board,2,0
57847,Chaos Nova,2,2
57165,Scrap Golem,0,0
56595,Renew,2,0
56598,Psyche Split,2,0
56603,Sethekk Veilweaver,0,0
56622,Kael'thas Sunstrider,1,0
56681,Dragonmaw Overseer,2,0
56623,Apotheosis,2,0
56624,Imprisoned Homunculus,2,0
56632,Dragonmaw Sentinel,0,0
56905,Flamereaper,2,0
57217,Apexis Blast,0,0
57546,Hand of A'dal,0,0
56501,Hand of Gul'dan,1,0
56502,Nightshade Matron,0,0
56511,The Dark Portal,0,0
56516,Enhanced Dreadlord,2,0
56519,Imprisoned Scrap Imp,1,0
56520,Shadow Council,0,0
56523,Darkglare,0,0
56534,Kanrethad Ebonlocke,0,0
56985,Netherwalker,1,0
56973,Sightless Watcher,2,2
57476,Lady Liadrin,0,0
57688,Skeletal Dragon,0,0
58487,Battlefiend,2,0
58489,Satyr Overseer,2,2
58492,Blade Dance,2,0
59710,Wrathscale Naga,2,0
56739,Ur'zul Horror,2,0
56765,Raging Felscreamer,2,0
56860,Ashtongue Battlelord,2,0
56873,Feast of Souls,2,0
56899,Metamorphosis,0,0
56900,Warglaives of Azzinoth,0,0
58170,Crimson Sigil Runner,1,0
58172,Nethrandamus,1,0
58243,Pit Commander,0,0
58244,Hulking Overfiend,2,0
58246,Soul Split,2,0
58452,Consume Magic,2,0
58453,Spectral Sight,0,0
58455,Priestess of Fury,1,0
58494,Glaivebound Adept,2,2
58495,Furious Felfin,1,0
59864,Fel Summoner,1,0
59865,Wrathspike Brute,2,0
59867,Inner Demon,2,2
59869,Immolation Aura,0,0
58201,Skull of Gul'dan,1,0
56377,Spymistress,0,0
56378,Ashtongue Slayer,0,0
56379,Cursed Vagrant,1,0
56524,Ambush,1,0
56526,Dirty Tricks,1,0
56527,Greyheart Sage,0,0
56528,Blackjack Stunner,0,0
56530,Akama,0,0
57174,Frozen Shadoweaver,1,0
57175,Bonechewer Brawler,0,0
57176,Bonechewer Vanguard,0,0
57177,Burrowing Scorpid,0,0
57180,Ruststeed Raider,2,0
57181,Blistering Rot,0,0
57182,Guardian Augmerchant,2,0
57183,Rocket Augmerchant,0,0
57184,Ethereal Augmerchant,0,0
57186,Dragonmaw Sky Stalker,1,0
57187,Soulbound Ashtongue,1,0
57188,Disguised Wanderer,1,0
57189,Waste Warden,0,0
57190,Overconfident Orc,0,0
57191,Infectious Sporeling,0,0
57192,Scavenging Shivarra,2,0
57193,Mo'arg Artificer,0,0
57194,Supreme Abyssal,1,0
57195,Al'ar,0,0
57197,Maiev Shadowsong,0,0
57732,Soul Cleave,2,2
58607,Blur,2,0
58610,Mana Burn,2,0
60280,Coilfang Warlord,1,0
57721,Bulwark of Azzinoth,0,0
58183,Eye Beam,2,0
58524,Illidari Felblade,2,0
58549,Magtheridon,0,0
56583,Aldrachi Warblades,2,2
56587,Umberwing,2,0
56649,Imprisoned Antaen,0,0
56652,Altruis the Outcast,1,0
40323,Raza the Chained,0,0
40324,Freezing Potion,2,0
40337,Wind-up Burglebot,0,0
40339,Hidden Cache,1,0
40213,Street Trickster,0,0
40281,Red Mana Wyrm,0,0
40285,Jinyu Waterspeaker,0,0
40295,Grimestreet Protector,0,0
40289,Kooky Chemist,1,0
40294,Blubber Baron,0,0
40297,Volcanic Potion,0,0
40299,Kabal Lackey,2,0
40344,Hozen Healer,2,0
40517,Felfire Potion,0,0
40549,Weasel Tunneler,0,0
41566,Mistress of Mixtures,1,0
40364,Public Defender,2,0
40371,Smuggler's Run,2,0
40416,Kun the Forgotten King,0,0
40419,Call in the Finishers,1,0
40422,Jade Chieftain,0,0
40423,Finders Keepers,0,0
40426,Alleycat,2,0
40428,Rat Pack,0,0
40474,Grimestreet Informant,0,0
40486,White Eyes,0,0
40608,Small-Time Buccaneer,0,0
40617,Fight Promoter,0,0
40678,Knuckles,0,0
40679,Smuggler's Crate,2,0
41126,Dispatch Kodo,2,0
40681,Shaky Zipgunner,2,0
40683,Piranha Launcher,0,0
40684,Trogg Beastrager,0,0
41118,Sergeant Sally,0,0
40791,Luckydo Buccaneer,0,0
40797,Jade Behemoth,2,0
40803,"Finja, the Flying Star",0,0
40372,Jade Idol,2,0
40373,Potion of Madness,0,0
40375,Greater Healing Potion,0,0
40378,Drakonid Operative,0,0
40381,Mana Geode,0,0
40957,Blastcrystal Potion,1,0
40389,Fel Orc Soulfiend,0,0
40391,Crystalweaver,2,0
40393,Bloodfury Potion,0,0
40397,Mark of the Lotus,1,0
40401,Pilfered Power,0,0
40404,Celestial Dreamer,0,0
40407,Kabal Chemist,2,0
40409,Potion of Polymorph,0,0
40408,Kazakus,0,0
40411,Greater Arcane Missiles,0,0
40432,Kabal Talonpriest,1,0
40437,Counterfeit Coin,0,0
40438,Brass Knuckles,0,0
40441,Lotus Assassin,0,0
40464,Shadow Rager,2,0
40465,Patches the Pirate,0,0
40469,Grimestreet Enforcer,0,0
40482,Hobart Grapplehammer,0,0
40492,Backstreet Leper,0,0
40493,Blowgill Sniper,2,0
40494,Big-Time Racketeer,0,0
40496,Kabal Courier,0,0
40531,Grimscale Chum,1,0
40889,Naga Corsair,0,0
40906,Second-Rate Bruiser,0,0
40911,Hired Gun,1,0
40914,Friendly Bartender,1,0
40921,Toxic Sewer Ooze,1,0
40928,Streetwise Investigator,1,0
40929,Kabal Songstealer,2,0
40931,Backroom Bouncer,0,0
40949,Gadgetzan Socialite,1,0
40935,Manic Soulcaster,0,0
40936,Pint-Size Potion,0,0
40938,Dragonfire Potion,0,0
40940,Kabal Trafficker,0,0
40950,Worgen Greaser,2,0
40951,Grook Fu Master,0,0
40952,Bomb Squad,0,0
40953,Doppelgangster,2,0
40954,Burgly Bully,0,0
40955,Mayor Noggenfogger,0,0
40988,Cryomancer,2,0
41841,Madam Goya,0,0
40703,Don Han'Cho,0,0
40701,Inkmaster Solia,0,0
40700,Spiked Hogrider,1,0
40698,Jade Shuriken,1,0
40697,Jade Swarmer,2,0
40696,Gadgetzan Ferryman,0,0
40695,Shadow Sensei,0,0
40694,Devolve,0,0
40693,Lotus Illusionist,0,0
40691,Seadevil Stinger,0,0
40455,Jade Lightning,2,0
40523,Jade Blossom,2,0
40527,Jade Spirit,2,0
41414,Sleep with the Fishes,0,0
40529,Jade Claws,0,0
40537,Krul the Unshackled,0,0
40541,Abyssal Enforcer,0,0
40566,Stolen Goods,0,0
40567,Grimestreet Outfitter,2,0
40568,Grimy Gadgeteer,2,0
40569,Grimestreet Pawnbroker,0,0
40574,Alley Armorsmith,0,0
40577,Meanstreet Marshal,0,0
40583,Kabal Crystal Runner,1,0
40905,"Shaku, the Collector",0,0
41567,Dirty Rat,0,0
40587,Getaway Kodo,0,0
40603,Wrathion,0,0
40605,Auctionmaster Beardo,0,0
40607,"Genzo, the Shark",0,0
40611,Tanaris Hogchopper,1,0
40613,Leatherclad Hogleader,0,0
40615,Lunar Visions,0,0
40636,Wickerflame Burnbristle,0,0
40641,Virmen Sensei,0,0
40741,Daring Reporter,2,0
40742,Lotus Agents,0,0
40743,Grimestreet Smuggler,2,0
40744,Ancient of Blossoms,0,0
40745,Defias Cleaner,0,0
40598,Unlicensed Apothecary,0,0
